UserId,MessageId,LaunchTime,Content,Title
420,33,9/11/2021 1:58, Nice. Do you like Shakespeare?, It is very interesting thing. Technology are used to identify were are we. It affect the privacy of person.
72,34,10/4/2021 8:36, Yes I do. Do you know that he popularized many phrases, I agree.  Its been good chatting. 
1424,35,9/15/2021 11:50," Yes like good riddance, in my heart of hearts and such", Do you like tennis? I just love to play the sport.
520,36,10/8/2021 19:56," Yes and then he also invented names like Jessica, Olivia and Miranda"," I've played it a couple time in high school gym class, I wasn't that good"
1101,37,9/10/2021 8:15, Yes. And for his works you have to use old english for it to make sense, i love it! Tennis is a racket sport that can be played individually against a single opponent or in teams
141,38,10/10/2021 21:25, Yes otherwise the rhymes and puns do not seem to work out, I watch it sometimes when Serena Williams is playing
790,39,9/2/2021 22:23, Yes. He lived at the same time as Pocahontas too," yeah i like to watch her play. Polo shirts were originally invented for tennis by famous player rene ""the crocodile"" lacoste. i love their colgne for men"
193,40,10/9/2021 2:57, I wonder if they met how that would go from there," Intresting, the longest match played in a polo shirt was 22 hours"
866,41,9/10/2021 11:46, Yeah interesting point. Nice chat, yeah if i recall it went over three days or so
1358,42,9/19/2021 9:17, Hey what's up do use Google very often?I really love the company and was surprised to hear that it was founded back in 1998.," That's a long time, I don't think I've ever done anything for 3 days straight"
111,43,9/25/2021 0:33, i think everyone must use it daily! its become ingrained in every day life," im not sure if its true but Us open quarterfinalist gael monfils beat the ""roger federer of paddle tennis"" after learning how to play just days earlier."
72,44,9/22/2021 15:50, Agreed. The Google headquarters in Mountain View California is nicknamed the Google Plex.," Man that's crazy, almost as crazy as using a helicopter to dry grass tennis courts"
1492,45,9/29/2021 0:23," thats funny. The current CEO is Sundar Pichai, i didnt know Larry Page was replaced", yeah i have heard that as well and though it sounded really dangerous. i wonder if their were people in the crowd?
1481,46,9/15/2021 2:22, Oh yeah I didn't know that either. I also want to go to google Plex to see the goats who mow their lawn by eating it.," I hope not, if I was there I'd be cold"
169,47,9/18/2021 19:18, say what now?? they have that??," yeah. In 1998, serena and venus williams said they could beat any man ranked 200 or worse in a game of tennis. they lost when challenged twice lol"
792,48,9/12/2021 17:13, Yeah apparently lol! They do that instead of hiring people to mow!," lol, well she did win the australian open when she was ranked 95th"
913,49,9/24/2021 10:51, thats both funny and i guess imaginative. leave it to a huge tech company to employ actual goats!, i have heard Serena williams is a co-owner of the miami dolphins
873,50,10/6/2021 17:34, Yeah exactly I am sure they are cheaper. One thing I bet they couldn't exploit is fish. I think fish are so cool there is actually a breed of jellyfish that is immortal.," I didn't know that, she speaks french and italian so I wonder if she owns any sports teams in Europe"
413,51,9/19/2021 20:04, i had rememered hearing about that before. Immortatlity is wasted on a jellyfish haha. did you know a seahorse is the only fish that has an actual neck?," not sure but In january 2007, serena williams was ranked 95th in the world in tennis"
217,52,8/23/2021 12:09, That is so funny I guess I never considered a seahorse a fish. The black swallower fish sounds a lot like a snake because it can eat pray that is so large., I never knew she was ever ranked that low
4,53,9/29/2021 2:19, i guess they live up to their name then!," well she reached the No. 1 ranking for the first time on July 8, 2002 but has since fallen"
161,54,10/1/2021 2:33, It seems they do. I also didn't know that there was a difference with how freshwater and saltwater fish drink.," Wow, shes so good though, she won a grand slam while pregnant"
350,55,9/14/2021 20:30, thats crazy. i wonder why fresh water ones only use osmosis? , I guess in my opinion her and her sister are kinda overated.
1,56,8/26/2021 20:39, Yeah and saltwater fish are lucky because they can do that and drink through their mouth's.," I don't know, maybe"
809,57,10/2/2021 14:39, seems like fresh water fish got the short end of the stick with that one. Have you ever been to a cat cafe?," Have you heard of the new ""First Man"" film starring Ryan Gosling?"
389,58,9/25/2021 1:20," I have never been to a cat cafe no, what about you? Seems like they are popular in Japan and Taiwan."," No, I have not.  Please tell me about it."
820,59,9/25/2021 7:06, no but I would love to! paying hourly to hang out with adorable cats? im in!, It's a space movie.  He plays the character of Neil Armstrong.  It was released Friday.
1101,60,8/24/2021 23:20, Yeah that would be a lot of fun. I didn't realize that cats sleep so much. Must be nice., Did you watch the movie?  Was it really a space movie?
1358,61,9/10/2021 0:21," i guess thats where the phrase ""cat nap"" comes from", I haven't seen it yet.  Today was the first time I heard of it.
1290,62,9/20/2021 10:35, Oh yeah I guess so ha ha. There's even a town in Alaska that has a mayor cat., It is hard to talk about this movie if we both have not seen it.  Can we change the topic?
412,63,9/24/2021 11:53, Hi!  do you like to dance?, Let's talk about Earth.  It's the third planet from the sun.  
479,64,9/29/2021 6:00, I love to dance a lot. How about you?," Apparently, 80 percent of the earth's natural forests have already been destroyed.  It's depressing to me."
675,65,9/14/2021 9:03," I am really bad, but it is a good time.", That is sad for sure.  Sad that people are the cause of it too.
1220,66,9/5/2021 20:28, Dancing is a lot of fun. Did you know that Bruce Lee was a great dancer?," When the earth was first formed, there was only 5.5 hours long in a day.  "
337,67,8/30/2021 4:14," I heard that, winning Cha Cha championships and everything!", Wow.  I didn't know that.  71 percent of the earth's surface is covered by water.  I wonder what covers the polar regions?
240,68,10/13/2021 7:01, Yes that is amazing. He won the Hong Kong cha-cha championship back in 1958 in fact.," Ice?  I am not sure though.  Apparently, earth will be helium free by the end of the 21st century."
1065,69,9/26/2021 12:52, I always just thought of him as a martial arts legend.  Now he is a dance legend of sorts too!, Yes.  Ice is right.  It's almost like the history of the earth is like watching a science fiction movie only in real life.
605,70,10/10/2021 21:45, Yeah!! That is correct. He was a fantastic martial artist. Did you know that Tupac danced ballet in high school?," I like science fiction.  I like to imagine things, like aliens in a different planet."
574,71,10/9/2021 13:01," Yeah!  He was the mouse king in the Nutcracker.  Thats pretty cool, I would definitely never have guessed that about him.", Do you like Starship Troopers?  
57,72,9/29/2021 9:31, Neither did I. That is insane because Tupac was a famous rapper. ," Yes, because it is the only science fiction novel recommended by three branches of the military.  I wonder why they recommended it though - do you know?"
512,73,9/12/2021 10:58," He was indeed, his music is even in the library of congress.", I have no idea.  lol  The word robotics was made up by a book writer - Isaac Asimov.  Seems like robots and space are always a big theme for science fiction books and movies. 
244,74,8/25/2021 23:52, I didn't know this thanks for sharing.," By the way, do you know that the United Nations appointed an ambassador to greet extraterrestrials in case they want to say hello to us?"
499,75,9/24/2021 23:29, Sure thing!  Did you hear about Michael Jackson's special patent shoes?," That's interesting!  What a job to have!  That's just like something out of the movie Star Wars, which came out in 1977 and the value of that franchise is now $65 billion dollar! "
397,76,8/23/2021 2:06, No. I know that Michael Jackson was a fantastic dancer but can you tell me more about his patent shoes if you don't mind., Wow.  That is a lot of money.  I heard that it is currently the 5th largest grossing media franchise. 
1464,77,9/27/2021 14:24, There was a specific device in his shoes that helped with his extreme lean in some dance moves., Initially 20th century fox was convinced that Star Wars was going to be a flop.  Wow we're they wrong.
406,78,9/27/2021 19:42, Wow!!! That is amazing coming from such a talented singer and dancer. I couldn't even dance like that even if I dreamed of it., They were wrong indeed.  George Lucas got a better deal by forgoing $500k directing fee.
290,79,10/7/2021 4:04, Me neither. I could never be a professional dancer.," James Earl Jones only made $7,500 for 2 1/2 hours of work providing the voice for Darth Vader.  Thought he would have spent more time and made more money recording that voice."
644,80,8/31/2021 2:47, I heard that some professional ballet dancer can go through four pairs of shoes in a week., I do not think $7500 is a lot of money to provide Darth Vader's voice because the movie was very successful.  What do you think?
518,81,10/11/2021 14:56, That is crazy!  That can't be cheap for them., I wonder if the actors get any royalties from the movie?  
413,82,9/24/2021 15:55, No. I think its very expensive for them to be professional ballet dancers based on this., They should.  George Lucas should be generous since he got so much money from Star Wars.
155,83,9/27/2021 3:46," It has been great chatting but I must go!  Gotta go get my Bruce Lee on, the martial arts part...  definitely not the dance.", You would think!  He's a billionaire from the movie!
588,84,9/2/2021 10:27, Ha Ha!!! It was so nice chatting with you as well!! Have a nice day!!! Bye, Rich people are often cheap.
239,85,9/27/2021 7:08, Bye, That's sad...but so true.  I've seen it too much during my working lifetime where the people at the top get richer and the workers on the factory floor just barely have enough money to live on.
429,86,8/31/2021 20:15, do you like dance?," I wonder if someone was fired at fox because of George Lucas deal. Anyway, I've got to run.  Nice chatting with you."
435,87,9/19/2021 8:06, I love it. Did you know Bruce Lee was a dancer?, Dogs or cats?
1002,88,9/16/2021 4:43, Yes he even won a cha cha championship in 1958," Hi! I have two cats, but want a dog. You?"
254,89,10/10/2021 22:17, Yeah. Did you know ballet dancers use a lot of shoes?," I like dogs more, but dont mind cats! Google likes dogs more though"
1160,90,9/14/2021 6:41, Yes they go through 4 pairs in a single week, Hah. I see their code of conduct state they are a DOG company. 
1110,91,9/4/2021 8:19, Yeah that is a lot of shoes and also a lot of money," lol, I heard you can bring you dog to work while working there, kind of discriminating against cats though!"
982,92,10/6/2021 4:50, Yeah. Babies are also really good at dancing when they hear music, Kinda odd since dogs are normally louder and more likely to poop somewhere. Looks like Istanbul even has vending machines to release food and water for strays.
1445,93,8/25/2021 17:44, Yes and they smile more when they hit the beat," that is a great point! The US needs to get those vending machines, I would donate so many plastic bottles. That is nice of that country"
540,94,8/30/2021 8:34, Yeah pretty cute. Did you know Tupac was a ballet dancer?, I wonder where else the dogs go if not for vencing machines?
744,95,9/18/2021 12:06, Yes he was in the nutcracker as the mouse king," right, they probably go for trash cans unfortunately. Did you know dogs have 12 types of blood?"
1252,96,9/28/2021 16:01, Yeah. DO you like SHakespeare?, Makes sense for variety. Apparently they have doggie blood drives too!
163,97,8/30/2021 16:52, I love his work. Did you know he popularized many terms that we use to this day?," that would be so awesome to volunteer at. I will have to look them up. Did you know dogs and elephants are the only animals that respond to pointing, sorry cats"
1434,98,8/24/2021 7:54," Yes terms like, good riddance, in my heart of heart and such"," My cats responding to pointing, and throwing."
765,99,9/17/2021 19:44, Yes. He lives at the same time as Pocahontas did," That is true, so I wonder if there are more we don't know about lol. Do you like horses at all?"
689,100,9/2/2021 2:58, I wonder if they had met what he would have written about her., I took a horse ride once and live in an area with lots of horses. They are beautiful animals. you?
602,101,10/10/2021 9:55, Yeah good point. He also invented some women's names," They are so beautiful, I like petting them but never rode one. I wouldn't ride Icelandic horses because they are super fast."
1004,102,10/2/2021 5:42," Yes among those are Olivia, Miranda and Jessica", I wonder if riders trained horses to do that?
980,103,10/8/2021 5:38, Yeah. Did you know that his works have to stick to the old english language to make sense?, I am sure they did. I just wouldn't ride horses to school on no vehicle day and get suspended like two students did. I feel that was pointless
1289,104,9/27/2021 12:14," Yes especially with punk and rhymes, they do not work with modern language", That's funny and rather stupid at the same time.
1350,105,8/23/2021 15:42, Yeah. Did you know Tchaikozsky donated his skull in hopes it will be used in Shakespeare's plays?," For sure lol, it was so nice talking with you, say hi to your cats for me!"
1210,106,10/9/2021 10:24, Yes and did get used so that is good. Nice chat," My cats will run away, but sure!"
10,107,9/2/2021 7:45," hi, do you use google much?", lol! bye now!
243,108,9/11/2021 21:54," Yes, I think it is the most effective search engine. How about you? Do you use gmail?", Crazy that early humans used to have to battle giant sloths! Who would've thought?
587,109,9/21/2021 8:17, Yes. a google search takes more computing power than sending astronauts tot he moon," I know right! Humans have been around for a long time apparently I mean we lost our body hair 240,000 years ago!"
1289,110,9/21/2021 4:10, And before on Google moon they used to use cheese for close ups!," Yea that's really interesting. I never knew humans could regrow a rib bone that has been surgically shortened, either."
494,111,8/29/2021 11:39, do you know how google maps calculates traffic?, No I didn't know that either. I wonder if other animals can do that? Like can we Harvest Pig ribs for food and then they will regrow that way we don't have to kill the pig haha
150,112,10/13/2021 4:37," I am not sure, how do they do this?", That would be awesome! I'm sure science will figure that out someday! We can already use our current technology to date the extinction of ground sloths and determine where ancient human footprints led to.
692,113,9/8/2021 3:04, they track how fast android devices are moving, That's really cool. I would love to see that. They should put that in the movie! I think it's cool that humans are adapted for persistence running. We are some of the best animals in the world at it
1487,114,9/2/2021 0:44, Interesting! Google really is taking over the world. Their data center electricity use is 0.01 percent of all worldwide electricity., Haha yea that would be cool. That's really surprising humans are the best at persistence running! I wouldn't have guessed that. As long as those pesky hiccups don't attack while running! Darn evolution leftovers!
440,115,9/28/2021 18:58, Yes for sure they are. they have grown so much over the years," Haha yep hiccups are so annoying! So is that frequency that causes fear in humans ,have you heard about that LOL?"
610,116,9/4/2021 11:08, But I like that they like to have fun too. Have you ever typed askew into Google?," No, I had not. So fear comes from sound...? I thought it had to do with the autonomic nervous system, fight or flight thing? That would be really interesting to look into further. "
92,117,9/19/2021 14:29, No I have. What does the results turn?, Can come from sound. And yes I'm going to look into that further as well. Do you like any animals by the way?
1106,118,10/13/2021 2:38, You should try it! It tilts the page. Another fun thing Google does is call new employees nogglers. They have to wear propeller beanies. Or is this mean?," I used to own two cats, no current pets though. I would love to go to Japan and play with some cats at a cat cafe though! haha"
314,119,9/17/2021 10:17," Oh, not sure about that really. People say it is a great place to work at though", Haha that does seem like a great idea! Get a drink and pet a cat LOL. Did you know that a cat will spend 10 years of its life sleeping when it's only 15 years old LOL that's a long time
768,120,9/27/2021 18:39," Before Google launched gmail, that was the name of a free email service offered by garfield's website. That actually seems more fun."," That is nuts! What I wouldn't give to trade places! Or trade places with Stubbs, the cat who is the mayor of Talkeentna, Alaska! Sounds like a sweet gig."
835,121,9/4/2021 6:31, I know now everytime I open gmail I think of garfield, It does sound awesome! I don't know what kind of work she does but she must be doing a great job lol have you ever seen the movie The Godfather by the way
1014,122,10/4/2021 12:40," Speaking of cats, I would love to get a glow in the dark one. They have those in South Korea.", Right? Haha And yea I've seen the Godfather but it's been a while.
105,123,9/29/2021 22:32, Wow. In Japana and Taiwan there are cat cafes where you can play with them," Well in the opening scene the cat that they use, I don't know if you remember that part, but it was actually a stray apparently"
480,124,10/5/2021 8:43, That seems fun! That reminds me of the Anderson house bed and breakfast in Minnesota. They used to offer a free cat for the night when you booked a room.," Yea, I vaguely remember, that's awesome. Another sweet gig for a cat! Now if only I woulda thought to have one of my cats coauthor a book with me. I guess some physicist did so so that he could use the first person plural without being criticized!"
1435,125,8/24/2021 6:34, wow. there is a town in alaska where the mayor of the town is a cat, That is funny! What do you think about Scotland putting a lot in place to protect the Loch Ness monster? Do you think that means he might exist LOL
10,126,8/24/2021 21:14," That is cool. Cats are a pretty smart species. There has not been a cat species extinction in 10,000 years."," Haha that is strange. It definitely makes one wonder...maybe the loch ness is some super secret scientific experiment or military weapon? Haha I guess thanks to the Germans, who in 2002 were the first to give animals constitutionally guaranteed legal rights, Scotland can do what it wants concerning the Loch Ness!"
927,127,9/28/2021 4:43, They are indeed very smart and that proves it. Nice chatting with you., The Loch Ness monster should have legal rights to! Did you know that there are 20 quintillion individual animals on planet Earth. I have no idea how many zeros that is but I know it is a lot LOL
1251,128,10/12/2021 8:50, Do you like comic books?, Haha that is insane. How does anyone even figure out that there's that many animals?! Interesting that domesticated animals develop a white patch on their forehead. I wonder what that's about?
1124,129,9/23/2021 6:06, I do like comic books!," I know right. like will a fish get a patch of white on its forehead?the only animals that have that that I've ever seen our dogs, so I just don't know LOL"
1376,130,9/2/2021 22:36, Have you heard that Harley Quinn has a new comic book series coming out?," Hi, Do you like to cook?"
956,131,10/12/2021 20:33," I have not heard that.  I know that comic book legend Stan Lee used to end every phone conversation with ""excelsior!""", I love to cook. just not in july when it is so hot.
1221,132,9/23/2021 0:54, I've heard that too. Did you know that the DC in DC comics stands for Detective Comics?," Right, it's no fun when it is hot and you're trying to cook. We like to grill a lot outside, which helps not make our home more hot."
1077,133,9/13/2021 9:03, I just read that today.  The largest comic book market is in Japan.  I believe it.  My son loves to read those mangas., Grilling out is the best to help with the heat inside the house. If I have to cook in the house i do it early in the morning before it gets too hot.
691,134,8/31/2021 5:20, I would love to go there. I used to like reading Manga too. ," Yes that's another great idea. We also sometimes eat out if it is way too hot, or eating something like salads or cereal. Where we aren't using heat at all."
414,135,9/14/2021 6:42, The manga market is Japan is valued at $6 to $7 billion dollars!, That is a great idea. We tend to eat leftovers too and just use the micorwave.
853,136,9/10/2021 15:20, That is wild! Did you know that Michigan State University library has the largest publicly available comic book collection in the world?," The microwave is great and fast, I agree. Making Icecream is a great way to cool down when it gets too hot. We also tend to use box fans."
545,137,10/4/2021 5:10," I didn't know that.  I wonder how many people use it.  By comparison to Japan, the US comic book market in the US and Canada is $1.09 billion!", We use a fan for sure. Also started using like a slow cooker or toaster oven not as hot and now can fit up to a whole chicken.
249,138,9/2/2021 3:05," That's crazy, Japan is way more into comic books than America it seems. "," Great appliances help to cook! We love our air-fryer. Though it tends to eat up the area some, so we open the doors and dim the lights to help with the heat."
179,139,10/12/2021 5:50," I agree!  The Marvel cinematic universe takes place in earth -199999, a multiverse different from the original comic book multiverse, earth-616!", I heard some people turn their wrist upside down  to get their blood flowing to stay cool.
46,140,9/15/2021 17:25," That's pretty wild. Marvel published a ""generic comic book,"" in order to trademark the names ""superhero"" and ""super-villain."" That was pretty smart of them. "," Wow great information, I will have to try that sometime. Do you like to eat fish or even go fishing?"
169,141,9/22/2021 11:02, No doubt!  Do you know much about the planets or the universe?, I love to fish. the oldest goldfish lived to be 43 years old
881,142,9/4/2021 17:02, I know a little bit. I've heard that Venus does not tilt. ," Wow that is a long life for a goldfish! I like to go crabbing too. I heard the seahorse is the only fish with a neck, I"
1434,143,10/13/2021 5:59, That interesting.  Uranus is different to.  It actually rotates sideways and rolls around the sun rather than spins like the other planets., THere was a koi fish that lived 226 years
1092,144,10/10/2021 15:22, That's really interesting. I've also heard that Jupiter's moon Ganymede would be considered a planet if it orbited the sun. , Whoa! That is crazy to know and interesting. I know there is a breed of jellyfish that is immortal.
428,145,9/19/2021 16:47, It must be pretty big then!  I wouldn't want to ever visit the unnamed planet where shards of glass precipitate sideways at 4500 mph!, Cool the barreleye fish has a transparent head.
1005,146,9/28/2021 15:41, I don't see that being a pleasant place. It's even 2000 degree weather. That sounds like hell to me!," Awesome. I heard that saltwater fish dink water through their mouths and through their skin, while a freshwater fish only drinks through their skin. Fish are fascinating."
715,147,10/13/2021 19:54, Hahah That's a good way of putting it! , That is pretty cool. Do you like to bird watch?
1468,148,9/28/2021 10:01," Well I have to get to work, I hope you have a good day. It was nice chatting with you!"," There are times when i Do like to look at the birds, how about you? Did you know that birds bones are really hollow. So hollow in fact that their skeleton weighs less than their feathers."
1367,149,8/29/2021 16:55, Can you believe there is stars that can be cold enough to be touched ? The universe is so diverse. , thats neat. They have then thousand living species.
1088,150,9/19/2021 10:06, Its amazing and ever evolving. ," That's cool. Some birds are known to fly from Alaska to mexico without sleeping, that is tiring to think about."
71,151,10/5/2021 13:04, Yeah and there is even places that exist but we never will be able to see because they are too far away. , o wow. I wonder how many days that takes. Scientist say birds have regional accents.
310,152,9/23/2021 5:01, They are saying space pulls galaxies outside of universe that we could see," That is cool how they even have accents like humans. My favorite is the hummingbird, they are tiny sometimes about 2 inches long."
1318,153,9/19/2021 15:14," Yes that is what I was saying, albeit I doubt that there is only one electron in the universe like some people say. ", They are the smallest birds and the ostrich is the biggest. Some birds don't fly.
1281,154,8/23/2021 21:10, I don't see anything supporting or denying that theory so we would never know for sure. , This reminds me of the extinct dodo bird. They were actually a sub-family of pigeons.
1022,155,9/5/2021 6:41," Yeah, but only one ? For all the universe ? It does not seems logic ...", pigeons are one of 3 birds that produce milk for their young.
934,156,9/28/2021 17:15, There is only one sun that warms earth and all other planets so why not just one electron? , Very cool. Pigeons are very pretty birds.
1043,157,9/22/2021 5:05," Because an electron is part of matter, the water you drink, the chair you sit on. Saying there is only 1 electron in the universe is like saying there is 1 grain of wheat in your bread.  ", Hi do you like tennis?
157,158,8/24/2021 13:27, It makes sense when you put it that way but in terms of that universe size the electron could be very big., Oh yeah! I pick up a racket and hit the net when I can!
1064,159,9/1/2021 22:14, Maybe they did mean to say that our universe is contained in an electron in another universe ?, Nice!  Did you know that polo shirts were invented for tennis and only later adopted by polo players?
1424,160,10/2/2021 17:38," I don't know but I am at the end of knowledge on this subject. What do you think about the facts of comics? I would have thought US invented them, but it's Japan or UK."," Ha! That's weird! I didn't know that! Tennis has an interesting history. Did you know that until 1978, a tennis player could use any object as a racket?"
255,161,9/25/2021 13:17," Japan has a great printing history, I am not surprised about this. Do you read comics books ? I have read a few but not about super-heroes. ", Nice!  I wonder if anyone ever tried to use something wacky?  A black man won the 1st US open tennis title in 1968 and no black man has won it since.
1478,162,10/6/2021 5:49," I used to in my childhood but not any more, I used to love inspector Gadget. "," Wow! Not since 1968? You know, Serena Williams has increasingly found her voice and spoken out against gender and racial inequality. "
1022,163,8/25/2021 8:06, Was Inspect Gadget a comics on Paper or a cartoon on TV ? I was talking about what Marvel is publishing.," Yes!  Did you know that she speaks fluent French and Italian, as does her sister Venus!"
123,164,9/7/2021 11:31, On Paper and yes I do recall seeing Super-hero and Hulk books.," She is truly fascinating! She does it all! She is the first tennis player, male or female, to achieve the career Golden Slam in both singles and doubles. That means she won at least one Australian Open title, French Open title, Wimbledon title, US Open title, and Olympic Gold medal."
887,165,9/4/2021 3:58," I think that Hulk is in the Marvel universe. But like I said, I never read anything from Marvel nor DC comics. ", That's pretty incredible!  They used a helicopter to dry the grass tennis courts for the 1969 US Open.
1213,166,9/19/2021 14:51," Right me neither, there were so many good choices of comics when I was growing up. "," That's a little before Serena's time! Although, did you know she went pro in tennis at the age of 13?! I could barely even get a ball over the net when I was 13!"
673,167,9/8/2021 1:48," Not where I lived, if I want to read a comic book, I had to go to the library. But as I think about it Tintin is a comic book, so I was wrong, I did read a lot of them when I was young but they were European.  ", lol  I do remember that.  Both her and her sister brought alot of good publicity to the sport.
1437,168,9/3/2021 16:42," Mine all time favorite was Bozo the clown, books and TV both. "," That is for sure! Two girls from Compton came and conquered! In total, Serena has been Number 1 for 319 weeks! "
910,169,9/1/2021 10:55," I did saw a lot of cartoons on TV, but I don't think that considered as a comic book. have a nice day. ", That is incredible!  The longest match in tennis history went on for 11 hours and was spread over 3 days.  Wow!
429,170,9/4/2021 13:35, Are you a Star Wars fan? I need to rewatch the OT and the prequels so I can watch the subsequent stuff for the first time and understand what's going on., Are you kidding me! Three days?! That's a long time! I don't have that kind of patience! Speaking of long records... did you know the longest point in pro tennis history was a 643 shot rally? 
605,171,9/12/2021 6:41," Hi! Yes, I am a huge fan of Star Wars! I also loved how it was the first major movie to be dubbed in Navajo! I think that is so cool!", Wow!  That would have been fun to watch...not so fun for the players. lol
111,172,10/12/2021 17:06," Yeah, that's wild. I guess it takes a pretty small audience to pay for the translation work."," Yeah! It lasted 29 minutes! I bet it was pretty exhilarating, but also probably pretty exhausting! I would certainly be out of breath after 29 minutes!"
575,173,9/9/2021 5:42," Agreed. Isn't it also funny James Earl Jones only spent two and half hours recording his lines for Darth Vader? I also can't believe he was only paid $7500! Geez, that's pocket change.", lol me too.  Are you a fan of rap music?
1210,174,9/5/2021 16:11, $7500 is amazingly low. I guess since Darth Vader was masked Jones could just record everything at once in the studio.," Oh yeah! Tennis reminds me a little of rap, since they're both so fast paced. Did you know the world's fastest rapper can rap at a rate of 14.1 syllables per second?"
