"MessageId","LaunchTime","Title","Content","StudentId"
"1047","0000-00-00 00:00:00"," I bet he isnt a Republican either",""" I know right Dumbo didnt have the fault lol","1045"
"1048","0000-00-00 00:00:00"," It's true. Have you ever read drabbles? they are "," Probably not.  He might wear blue for all we know.","608"
"1049","0000-00-00 00:00:00"," seem like they have been around forever but its a",""" So the red and blue colors","565"
"105","0000-00-00 00:00:00",""" For sure lol"," Yeah. Did you know Tchaikozsky donated his skull in hopes it will be used in Shakespeare's plays?","1350"
"1050","0000-00-00 00:00:00",""" Hi"," That is surprising!  I feel like they have always been there as far back as I can remember.","534"
"1051","0000-00-00 00:00:00"," so elections are really important Im just glad we",""" It sure seems like a lot longer","457"
"1052","0000-00-00 00:00:00"," which is why it is surprising election turnout ha",""" Very true","533"
"1053","0000-00-00 00:00:00"," also the taller candidate wins 75% of the time",""" And thats how we end up with leaders like Trump lol","1034"
"1054","0000-00-00 00:00:00"," Yeah. I liked Poe. Tell Tale Heart scared the hec"," So we need to find someone taller than him for 2020.  Lets start searching now. lol","58"
"1055","0000-00-00 00:00:00"," did you know Nevada is the only state with the op",""" We sure do lol","97"
"1056","0000-00-00 00:00:00"," Just don't show George martin any... He's not a f"," They have that?  Ok... im kinda jealous now.","1243"
"1057","0000-00-00 00:00:00"," seems like the best option at times lol""",""" They do","118"
"1058","0000-00-00 00:00:00"," I think fan fiction is good. I bet he also compla"," It really does.  ","270"
"1059","0000-00-00 00:00:00"," Agreed! It's almost as ignorant as the judge who "," I think one of the best governors is Schwarzenegger would be cool to have the terminator as president one day","1217"
"106","0000-00-00 00:00:00",""" My cats will run away"," Yes and did get used so that is good. Nice chat","1210"
"1060","0000-00-00 00:00:00"," And in 2001 a judge delivered her ruling in the f"," It really would1","29"
"1061","0000-00-00 00:00:00"," he has done a lot for California and is a really ",""" He is a great actor but also a great politician","1331"
"1062","0000-00-00 00:00:00"," 3 hours!""",""" He really has.  Did you know he commuted by private jet each day","457"
"1063","0000-00-00 00:00:00"," anyways its time for lunch",""" Sounds like a really busy guy","625"
"1064","0000-00-00 00:00:00",""" Intriguing"," What did you think of the last couple elections?","1240"
"1065","0000-00-00 00:00:00"," Did he really? I'll have to go back and watch tha"," I think it has been great for the country. people have come to realize the power of the vote.","29"
"1066","0000-00-00 00:00:00"," Nope! I would run so fast! I am not a snake fan a"," That is a great point. I want to keep seeing more and more voter turnout. It hasn't been more than 62.8 percent in 100 years","1068"
"1067","0000-00-00 00:00:00"," Same here. It's crazy that the fear of snakes is "," the vote should be mandatory. then people would see the power of the ballot.","593"
"1068","0000-00-00 00:00:00"," I am sure other countries do that. I don't think ",""" I agree","844"
"1069","0000-00-00 00:00:00",""" I don't blame you. I wouldn't want a snake or ev"," i think they used a lottery. that would help avoid power falling into certain hands consistenly.","261"
"107","0000-00-00 00:00:00"," do you use google much?""",""" hi","10"
"1070","0000-00-00 00:00:00"," Nice chatting with you!"," yea and hoping the lottery would not allow an oligarchy. I wonder if that worked or not","1252"
"1071","0000-00-00 00:00:00"," even randomly elected ones.""",""" it probably slowed it down. officials can still bribed","554"
"1072","0000-00-00 00:00:00"," I do. Do you like movies?"," Yea you're right. I am sure it was rigged. How do you like Republicans?","1367"
"1073","0000-00-00 00:00:00"," they can be bribed after the fact once elected. T",""" well","979"
"1074","0000-00-00 00:00:00"," Denzel Washington?"," Yea that is a good point. is your governer part of that far right?","175"
"1075","0000-00-00 00:00:00"," i dont think so. i think that the far right is us",""" no","1288"
"1076","0000-00-00 00:00:00"," our governor is republican but not a far right on",""" Yea I think so too","723"
"1077","0000-00-00 00:00:00"," during wartime it is hard to stop people from act",""" yeah","1390"
"1078","0000-00-00 00:00:00"," I am sure something big will happen in our lifeti",""" for sure","109"
"1079","0000-00-00 00:00:00"," famous",""" he had notoriety to launch a campaign. if you are rich","1493"
"108","0000-00-00 00:00:00"," I think it is the most effective search engine. H",""" Yes","243"
"1080","0000-00-00 00:00:00"," Can you imagine taking your valentines to silence"," He was the terminator! That is all he needed! lol","45"
"1081","0000-00-00 00:00:00"," the governator. he was not a good speaker but peo",""" yeah","378"
"1082","0000-00-00 00:00:00"," I would have voted for him if I was in california",""" For sure","753"
"1083","0000-00-00 00:00:00"," we probably dont want them in there.""",""" people that should run government do not run for office. if they run for office","822"
"1084","0000-00-00 00:00:00"," I had no clue?"," I agree with you. It was so nice chatting with you!","1305"
"1085","0000-00-00 00:00:00",""" Yeah"," No. I think it's so interesting that the Republican Party is referred to as the Grand old party.","311"
"1086","0000-00-00 00:00:00",""" yes"," I agree.  I wonder why they gave themselves that moniker.  ","583"
"1087","0000-00-00 00:00:00"," Yes me too. Do you know which movie Bill Murray t"," Yeah I'm not sure. But every US president with a beard has been Republican.","54"
"1088","0000-00-00 00:00:00"," stripes?"," True.  I also heard that Hillary Clinton was president of the young republicans when she was in college.","1115"
"1089","0000-00-00 00:00:00"," Actually Kung Fu Hustle"," Oh that's interesting especially given the fact that she just ran Democrat. The red and blue colors for Republicans and Democrats only started in 2000.","536"
"109","0000-00-00 00:00:00",""" I know right! Humans have been around for a long"," Yes. a google search takes more computing power than sending astronauts tot he moon","587"
"1090","0000-00-00 00:00:00"," WOW! I would have thought it would have been a go"," That really got me.  I thought they were always around representing the parties.  ","827"
"1091","0000-00-00 00:00:00"," I am wondering about it too. He called it the sup"," Yeah me too but it sounds like they used to use animals more. Truman seem to take that very seriously especially at Disneyland.","578"
"1092","0000-00-00 00:00:00"," Hello do you like movies?"," I heard... poor Dumbo.  He probably didnt even understand.","1004"
"1093","0000-00-00 00:00:00",""" Yes"," Ha ha yeah I bet he was so confused. It's funny to think that ride has been around since 1957.","641"
"1094","0000-00-00 00:00:00"," it was my favorite as a kid",""" It really is","507"
"1095","0000-00-00 00:00:00",""" I love him"," Haha thats funny. Apparently officials in ancient athens were appointed by lottery because they believe elections would lead to oligarchy.","154"
"1096","0000-00-00 00:00:00",""" Yikes"," Well elections also lead to a dog being elected mayor... so I dont know what is worse.","283"
"1097","0000-00-00 00:00:00",""" I know right?  I loved it as a kid"," Haha yes good point. I hope that one day the voter turnout for presidential elections will breach 63%.","308"
"1098","0000-00-00 00:00:00",""" Yeah"," Me too.  Did you know the faster blinker has lost every election since 1980.  Who even calculates that data.","1448"
"1099","0000-00-00 00:00:00"," Did you watch the Avengers: Infinity Wars movie ?"," Yeah that is definitely an odd stat.","866"
"11","0000-00-00 00:00:00"," That's pretty amazing they perform better than th"," Yes. They form a sister group of tourniquets- they make the sea water clean and remove the dust from it. Fish is the biggest part in the eco-system.","1080"
"110","0000-00-00 00:00:00",""" Yea that's really interesting. I never knew huma"," And before on Google moon they used to use cheese for close ups!","1289"
"1100","0000-00-00 00:00:00",""" Yes"," There is even a cat that placed 3rd in the Virginia Senate election.  How can animals even run?  That is just crazy","109"
"1101","0000-00-00 00:00:00"," another odd stat is the tallest candidate has won",""" Haha i guess you can vote for anything. Like blinking","1380"
"1102","0000-00-00 00:00:00"," Yeah coming out next month I think.  It was prett"," So we need to look for a slow blinker and a tall person for 2020.","107"
"1103","0000-00-00 00:00:00",""" Thanos sucks!  Anyway",""" Yeah they will no doubt win! Nevada is actually the only state to have a """"none of these"""" candidates voting option.""","932"
"1104","0000-00-00 00:00:00"," especially if it forces new candidates.""",""" That is brilliant","624"
"1105","0000-00-00 00:00:00",""" Movie about the life of Ruth Bader Ginsburg.  It"," Yea more states should do it maybe. More states should elect women too. Texas elected their first female governor before some states even ratified the 19th amendment!","88"
"1106","0000-00-00 00:00:00",""" Oh that one"," Do you follow politics?","1102"
"1107","0000-00-00 00:00:00",""" Yes"," I do. I just learned that the Republican Party was founded by anti-slavery activists. Surprising.","794"
"1108","0000-00-00 00:00:00",""" Hes amazing"," I never knew that.  There hasn't been a US president who wasn't a Republican or Democrat since 1853.","146"
"1109","0000-00-00 00:00:00",""" Me either"," That's a good thing! Did you know in 1957 President Harry Truman visited Disneyland and refused to be photographed on the Dumbo ride so he wouldn't be associated with the Republican Party?","298"
"111","0000-00-00 00:00:00"," No I didn't know that either. I wonder if other a"," do you know how google maps calculates traffic?","494"
"1110","0000-00-00 00:00:00",""" Yeah 3rd rock was funny"," That's funny!  Consistent use of the red and blue colors for Republicans and Democrats started in 2000.  Could have swore they used those colors before then.","1040"
"1111","0000-00-00 00:00:00",""" I agree",""" Really? I thought so too! Did you know Nevada is the only state to have a """"none of these candidates"""" voting option for Presidential elections?""","183"
"1112","0000-00-00 00:00:00"," Right!  lol Its weird that comedy central has can"," I didn't know that.  Every US president with a beard has been a Republican.  Interesting.","1331"
"1113","0000-00-00 00:00:00",""" Yeah"," Huh. I never noticed! Hard to believe voter turnout for US Presidential elections hasn't breached 62.8% in the last 100 years.","183"
"1114","0000-00-00 00:00:00",""" Great chatting"," That's an amazing statistic.  Wow.  Since 1900 the taller candidate has won the US presidential election 75 percent of the time.","434"
"1115","0000-00-00 00:00:00"," Did know Tom Hanks is the highest all-time box of"," Oh that is funny! During the 2012 US elections international electoral observers were blocked from the polls in 9 states.","19"
"1116","0000-00-00 00:00:00",""" I didnt know that"," Interesting.  Do you ever vote for the governor in your state?  I do.","1306"
"1117","0000-00-00 00:00:00"," instead he commuted 3 hours every day by private ",""" I do. Can you believe when Arnold Schwarzenegger was governor of CA he never lived in Sacramento","1282"
"1118","0000-00-00 00:00:00",""" I bet the movie would have had a bigger box offi"," Didn't know that.  I bet that would get old though flying like that every day.","1488"
"1119","0000-00-00 00:00:00",""" No"," It is certainly a lot. Did you know the Beatles song Come Together was actually written for Tim Leary's 1969 CA Governor campaign.","754"
"112","0000-00-00 00:00:00"," how do they do this?""",""" I am not sure","150"
"1120","0000-00-00 00:00:00",""" No"," I had no idea.  Wonder why a British band at the time would write a song for an American election?  Interesting.","1418"
"1121","0000-00-00 00:00:00"," Oh! Thanks for that. I read it wrong."," Very! Did you know Ralph Lawrence Carr was the only Governor to oppose the internment of Japanese Americans during WW2?","1486"
"1122","0000-00-00 00:00:00",""" Yeah"," I didn't know that.  I've heard about when they did that though to those people.","1288"
"1123","0000-00-00 00:00:00"," that's for sure.""",""" It's something else","613"
"1124","0000-00-00 00:00:00"," It came out on Valentines day and it had a good b"," In 1934 I see that North Dakota's governor declared martial law and seceded from the US.  I'm learning all kinds of new things today.","1300"
"1125","0000-00-00 00:00:00"," Texas elected their first female Governor",""" Wow! Well","642"
"1126","0000-00-00 00:00:00",""" Yeah"," Looks like Texas was ahead of the times!  Thanks for chatting!","1329"
"1127","0000-00-00 00:00:00"," I love comedy. It's my favorite."," Are you aware that the taller candidate for president has won 75% of the elections of them time. ","407"
"1128","0000-00-00 00:00:00"," Do you like Bill Murray? he seems to like Kung Fu"," Hello - it doesn't surprise me. I've even heard that taller people in interviews for jobs tend to get the job more often.","392"
"1129","0000-00-00 00:00:00"," is that true? """,""" Crazy","297"
"113","0000-00-00 00:00:00"," That's really cool. I would love to see that. The"," they track how fast android devices are moving","692"
"1130","0000-00-00 00:00:00"," but that's what I've been told. Did you know Hill",""" Not sure how true it is","495"
"1131","0000-00-00 00:00:00"," I totally agree with you."," I'm not surprised. Did you know Arnold traveled 3 hours a day to Sacramento when he was the governor? ","1271"
"1132","0000-00-00 00:00:00"," Do you like the channel Comedy Central?"," Wow that's crazy. I can't imagine traveling that far for work. ","860"
"1133","0000-00-00 00:00:00"," I have watched a few shows on there. My son loves"," Me either. Did you know Tim Leary ran for governor of CA? ","762"
"1134","0000-00-00 00:00:00"," but that's interesting. I didn't know congress ha",""" I did not know that","1468"
"1135","0000-00-00 00:00:00"," it must be one boring game! """,""" I did","421"
"1136","0000-00-00 00:00:00"," Yeah I guess so but many of those shows were good"," Yea I bet it is a very boring game. A cat named Hank placed third in a Virginia senate election once before. ","507"
"1137","0000-00-00 00:00:00"," Nice chatting with you too."," I can believe it. Did you know Nevada is the only stat that has a none of these candidates as a voting option? ","353"
"1138","0000-00-00 00:00:00"," good morning."," Wow I didn't know that about Nevada. ","87"
"1139","0000-00-00 00:00:00"," must be an interesting state to live in. Have you",""" Yeah","127"
"114","0000-00-00 00:00:00"," Haha yea that would be cool. That's really surpri"," Interesting! Google really is taking over the world. Their data center electricity use is 0.01 percent of all worldwide electricity.","1487"
"1140","0000-00-00 00:00:00"," Yeah I love a good comedy."," I have been to Las Vegas twice. What about you?","1379"
"1141","0000-00-00 00:00:00"," I've been. But I don't think a majority of the pe",""" Yeah","145"
"1142","0000-00-00 00:00:00"," I'm not too sure on that. I saw that all election",""" Yea","1424"
"1143","0000-00-00 00:00:00"," have you ever visited? """,""" Interesting. It rains a lot in Oregon","495"
"1144","0000-00-00 00:00:00"," but not a state I think I would want to live in w",""" Never been to Oregon","115"
"1145","0000-00-00 00:00:00"," I'm not a huge fan of rainy states to be honest. ",""" Yeah","1021"
"1146","0000-00-00 00:00:00"," Yeah I liked the goofy brother. Dont remember his"," Me either. Did you know the government of Oklahoma has an Oklahoma shaped pool?","880"
"1147","0000-00-00 00:00:00"," weird. Is a hew a professional swimmer? """,""" No","521"
"1148","0000-00-00 00:00:00"," considering the other shows that were on at the t"," Do you watch many movies in the theaters?","9"
"1149","0000-00-00 00:00:00",""" Yes.  It beat out Seinfeld"," Yes I love watching movies! Summer was considered a bad time to release a movie in the theater because of low sales until steven spielberg's jaws.","1453"
"115","0000-00-00 00:00:00",""" Haha yep hiccups are so annoying! So is that fre"," Yes for sure they are. they have grown so much over the years","440"
"1150","0000-00-00 00:00:00"," Well me personally. I would rather watch third ro"," Steven spielberg still makes millions from star wars off a bet with george lucas they made in 1977!","657"
"1151","0000-00-00 00:00:00","  I wonder what the bet was.Steven spielberg playe",""" haha thats awesome","385"
"1152","0000-00-00 00:00:00"," Yeah its Tom hanks. Over 8.5 billion in the Box o"," I was wondering the same! After filming the goonies steven spielberg flew the entire cast to hawaii and surprised director richard donner with a cookout.","481"
"1153","0000-00-00 00:00:00",""" Holy smokes!  You're not kidding!  Did you know "," Amazing!  Thats so nice. When steven spielberg rode jurassic park the ride on opening day he requested that he was let off before the 84 foot drop","792"
"1154","0000-00-00 00:00:00"," With over $8.5 billion worldwide film earnings",""" Too funny! Speaking of entertainers that make a lot of money","1000"
"1155","0000-00-00 00:00:00",""" I would think so too.  However it wasn't their b"," He is very talented. Disney considered shutting down their animation studio after sleeping beauty was a box office failure.","1070"
"1156","0000-00-00 00:00:00"," I dont think I even saw that one.",""" Good thing they didn't! Disney's """"treasure planet"""" was one of the most expensive box office flops of all time.""","1476"
"1157","0000-00-00 00:00:00","  I read that recently",""" yeah","1307"
"1158","0000-00-00 00:00:00"," That was a good movie. Still a classic. Have  a g"," Yikes! The silence of the lambs came out on valentine's day in 1991 and had a box office of over $270 million.","1334"
"1159","0000-00-00 00:00:00",""" Hey how is it going"," That movie was great and creepy at the same time.  ","447"
"116","0000-00-00 00:00:00",""" No"," But I like that they like to have fun too. Have you ever typed askew into Google?","610"
"1160","0000-00-00 00:00:00",""" No"," Super creepy. Spielberg became a household name as the director of Jaws.","1441"
"1161","0000-00-00 00:00:00",""" Ah I gotcha"," Did you know that More than 80 percent of the earth's natural forests have already been destroyed","391"
"1162","0000-00-00 00:00:00",""" I'm sure that some like hummingbirds don't lend "," That's sad. About 71% of Earth's surface is covered with water.","133"
"1163","0000-00-00 00:00:00"," When earth was first formed a day was only 5.5 ho",""" Also","858"
"1164","0000-00-00 00:00:00"," humans would only represent 1 minute and 17 secon",""" That would be great! If earth's entire history was viewed as a 24 hour period","1181"
"1165","0000-00-00 00:00:00"," the united nations appointed official ambassador ",""" Mind blown!  I love these facts! In september of 2010","402"
"1166","0000-00-00 00:00:00",""" That's very resourceful. Some wild birds in Aust"," What?! Thats funny. Earth formed over 4.5 billion years ago.","430"
"1167","0000-00-00 00:00:00",""" I've heard that"," The earth is old!  Earth will be virtually helium-free by the end of the 21st century","801"
"1168","0000-00-00 00:00:00"," including the Antarctic ice sheet and the sea ice",""" Wow. The majority of Earth's polar regions are covered in ice","366"
"1169","0000-00-00 00:00:00",""" That is some cardio! They all have feathers"," was good talking to you!","764"
"117","0000-00-00 00:00:00"," Can come from sound. And yes I'm going to look in"," No I have. What does the results turn?","92"
"1170","0000-00-00 00:00:00",""" Even if they are distantly related"," Did you ever watch ET?","424"
"1171","0000-00-00 00:00:00"," I did.  It was the movie when I was a kid!""",""" Yes","486"
"1172","0000-00-00 00:00:00",""" That's a lot"," Seems like Steven Spielberg is trying to return to his glory with Ready Player One. Have you seen that?","77"
"1173","0000-00-00 00:00:00"," I haven't see it.  Have you?""",""" No","571"
"1174","0000-00-00 00:00:00"," the audience member cheers and makes their own so",""" I have't either. At the premiere screening the sound cut out. But instead of booing","378"
"1175","0000-00-00 00:00:00"," I'm sure Spielberg appreciated it!""",""" Well that was sure nice of them to do that","1270"
"1176","0000-00-00 00:00:00"," usually that would be embarrassment. That was coo",""" Right","1161"
"1177","0000-00-00 00:00:00"," my grandkids would probably like it.  I remember ",""" It sounds cool","502"
"1178","0000-00-00 00:00:00"," I know what you mean. Ready Player one takes plac",""" Yeah","1321"
"1179","0000-00-00 00:00:00"," goodness",""" OMG","851"
"118","0000-00-00 00:00:00",""" I used to own two cats"," You should try it! It tilts the page. Another fun thing Google does is call new employees nogglers. They have to wear propeller beanies. Or is this mean?","1106"
"1180","0000-00-00 00:00:00",""" Yes"," I don't really though I like Disney movies. How about you?","479"
"1181","0000-00-00 00:00:00"," I love Disney movies.  I read that Disney conside",""" Me too","822"
"1182","0000-00-00 00:00:00"," Hi there. Do you like to play video games?"," I didn't even know that Sleeping Beauty was a flop! Treasure Planet was also a Disney movie and was the most expensive box office flops of all times.","402"
"1183","0000-00-00 00:00:00"," I used to play them when I was younger. I was nev"," I did know that Treasure Planet was a big time flop.  I can't remember anybody that saw it saying they liked it. I read that Tom Hanks is the highest all time box office star.","1462"
"1184","0000-00-00 00:00:00"," I was into Tetris for a while. My mom got addicte"," Would  you see the Silence of the Lambs on Valentine's day? That's the day it came out in 1991. It made over $270 million in box office.","412"
"1185","0000-00-00 00:00:00"," but it wasn't on Valentine's day!""",""" I remember seeing it","491"
"1186","0000-00-00 00:00:00",""" Yeah"," Trojan Wars on the other hand ws a failure. It had a 15 million budget and earned only $309 in box office.","132"
"1187","0000-00-00 00:00:00",""" Okay"," That's pitiful!","164"
"1188","0000-00-00 00:00:00"," if earth's history was viewed as a 24 hour period",""" Yes that is quite sad. Another sad thing is even though humans are destroying the earth","1051"
"1189","0000-00-00 00:00:00"," I read somewhere that when the Earth was formed a",""" Awesome","1167"
"119","0000-00-00 00:00:00"," not sure about that really. People say it is a gr",""" Oh","314"
"1190","0000-00-00 00:00:00"," I can't even get enough done in 24 hours!""",""" Wow","1161"
"1191","0000-00-00 00:00:00"," are you familiar with Steven Spielberg? """,""" Hi Turker","845"
"1192","0000-00-00 00:00:00",""" No"," Hey. Steven Spielberg is one of the most popular directors. Seen so many of his films. ","1052"
"1193","0000-00-00 00:00:00"," have you seen E.T? if yes",""" Yes you are right","447"
"1194","0000-00-00 00:00:00"," they literally had to mass dump the product  in a",""" Yes it is an old movie. I like older movies. I remember when the game for the atari came out","565"
"1195","0000-00-00 00:00:00"," but I wonder if the atari could have been recycle",""" Yes I heard about that","252"
"1196","0000-00-00 00:00:00",""" When they hit the beat! So babies can hit the be"," Yeah. its funny that he made all these movies here for all humans to see. Here on planet earth. A 4.5 million year old rock. I wonder if aliens seen our movies? ","980"
"1197","0000-00-00 00:00:00"," I really like all the Jurassic Parks",""" yes you are right","1065"
"1198","0000-00-00 00:00:00","5 billion worldwide and wasnt in any of the sagas.",""" Dude!!! Tell me about it. Its crazy that Tom hanks made so much money. Making 8","1373"
"1199","0000-00-00 00:00:00"," did you know Steven Spielberg played the clarinet",""" Yes Tom Hanks made a lot of money also","1424"
"12","0000-00-00 00:00:00"," I agree. I can't see how though. I find it amazin"," Did you know that a seahorse is the only fish to have a neck? ","1331"
"120","0000-00-00 00:00:00"," that was the name of a free email service offered",""" Before Google launched gmail","768"
"1200","0000-00-00 00:00:00","000",""" That is so cool how invlolved he is. I read that a movie named trojan wars costed $15","486"
"1201","0000-00-00 00:00:00"," did you know Steven Spielberg still make millions",""" Wow what a loss","1194"
"1202","0000-00-00 00:00:00"," That was in Hong Kong.Now I want to see if there "," Yes I read that. I did not know that he Directed The Color Purple. Saving private ryan was one of my favorites though.","292"
"1203","0000-00-00 00:00:00"," Do you like birds?  I love watching them!"," Either me I just recently saw color purple and it still a good movie like  I have seen it for the first time.","938"
"1204","0000-00-00 00:00:00",""" I do"," You see how big Oprah is now right? She was wonderful in that movie.","279"
"1205","0000-00-00 00:00:00"," do you usually purchase your tickets from the box",""" Yes she was","723"
"1206","0000-00-00 00:00:00",""" Probably! Did you know one of the smallest birds"," I always buy it online. I try to avoid missing out on big titles like star wars. Pick it up at the theatre.","342"
"1207","0000-00-00 00:00:00",""" That's funny!  There are wild birds in Australia"," Did you know that more than 80 percent of the earth natural forests already been destroyed?","230"
"1208","0000-00-00 00:00:00"," think of the already 71 % water covering earth. I",""" Yeah I read that. And we continue to use our resources like we dont have a clue whats going on. If global warming hits us","467"
"1209","0000-00-00 00:00:00"," we can't see it because most of the water is unde",""" Yes you are right","1220"
"121","0000-00-00 00:00:00"," It does sound awesome! I don't know what kind of "," I know now everytime I open gmail I think of garfield","835"
"1210","0000-00-00 00:00:00"," That is interesting! Can you believe there are so"," Oooo imagine the animals in the unexplored water world we have not seen yet. 4.5 million years old and the world has animals in its oceans for quite some time now. Like the lizards. ","1051"
"1211","0000-00-00 00:00:00"," have a good night.""",""" when the earth was first formed a day was only 5.5 hours long. It was nice chatting with you","105"
"1212","0000-00-00 00:00:00",""" Only if I've had a couple of drinks"," Did you know that summer was considered a bad time to release a movie?","1029"
